id,text,bio,label,lang
it_1323,"@USER @USER @USER Non lascio stare proprio un cazzo. Ci sono donne trans che lottano ogni giorno contro la discriminazione. Nella mia città una è stata picchiata perché stava camminando per strada, e il fatto che cerchiate di escluderle da qualsivoglia battaglia è disgustoso",Sono quello polemico del gruppo. 20y/o. He/Him,0,it
it_1307,io e ris omosessuali gay forci @USER URL,she / her. . . URL,1,it
it_390,"@USER Le donne possono parlare di misoginia E BASTA. Le persone trans di transfobia e basta. Le persone omo-bisessuali di omo-bifobia e via dicendo. 

Non è che una donna etero può permettersi di parlare a me di transfobia o omofobia eh.","lgbT | artista fallito | incurabile innamorato | INFJ | mi lamento molto spesso | eterofobo, cisfobo, razzista contro i bianchi eccetera eccetera",0,it
it_1009,"@USER @USER @USER Poi, guardacaso, per invalidare i diritti delle persone trans usano sempre quello come esempio, mai una volta che nominassero le persone trans m to f, chissà perché",,0,it
it_1280,"@USER @USER L'ovvio??? Bestemmiare è dire l'ovvio? Ecco come intendete i diritti, dare del frocio va punito, bestemmiare il Dio in cui non credete si può fare! Ma di quali diritti parlate, i vostri solo i vostri, e volete parlare di rispetto... BUFFONI!!!",,0,it
it_375,"@USER è un classico, come gli etero che ci spiegano cos'è l'omofobia e che ""frocio"" è un termine non offensivo se il contesto lo giustifica",vivo in un crepuscolo ultraterreno,0,it
it_980,"tw transfobia

ora rido in sette lingue le rad che si lamentano della prima persona trans a vincere una medaglia senza sapere che in realtà è enby afab, io mi spezzo in due che ridere.
like, anche se volete fare quel discorso stupidissimo, quello che tuttə ə medicə e","ita/eng
any pronouns
🏳️‍🌈pan
infp/enfp t(ovviamente)
no terf no mattoni no fasci",0,it
it_1342,nel primo episodio della nuova stagione di Queer Eye i sottotitoli italiani misgenderano un uomo trans @USER che dite rimediamo? (visto che non è neanche la prima volta che fate errori di questo tipo),you can want who you want boys and boys and girls and girls | 24 • infp • feminist |,0,it
it_802,"@USER @USER @USER @USER È il definire un uomo trans ""donna"" che è transfobia amo
A prescindere dal suo percorso di transizione è e rimane un uomo trans
Non riconoscerlo signica essere transfobici ;)",he/him,0,it
it_1535,"@USER io penso che la lotta femminista possa beneficiare le donne trans che senz'altro capiscono cose come il cat calling e non le zittirei su quell'argomento. 
semplicemente poi ci sono spazi e spazi, alcuni argomenti non le riguardano come l'esperienza trans non riguarda me.",intj with a god complex and that's pretty much it,0,it
it_894,la maggior parte delle vittime di transfobia in italia sono donne trans di colore e/o sex worker. infatti sono le categorie più a rischio poiché sono considerate sacrificabili e meno umane dalla società e non sono tutelate dalla legge.,he/they. 23. true trans soul rebel,0,it
it_1170,"raga sono nerissima, ma si può mai essere così stronzi e incivili? Però il problema sono i travestiti del pride che si mettono il tanga","i swear i don’t love the drama, it loves me",0,it
it_1421,"@USER donne trans e lesbiche della lgbtq+ community non significa discriminare gli etero. forse parli perché hai visto qualche battuta fatta sugli etero, con la differenza che la stessa battuta fatta su una donna lgbt spesso è stata seguita da violenza e omicidi",we were wild and flourescent- she/her- fan account,0,it
it_108,@USER Ormai i diritti esistono solo per loro neri gialli gay trans e compagnia... se non appartieni a queste categorie non sei nessuno. BASTA!!!!! LA SINISTRA IN ITALIA DEVE ESSERE RIDOTTA AL LUMICINO UNA PURA PRESENZA SIMBOLICA ALMENO PER....UN VENTENNIO 🤣 troppi danni stanno facendo,"toscano, milanese d'adozione, cattolico praticante perchè NON SONO UN SANTO, 👍identità chiare e distinte 👎la fluidità, amo viaggiare, AMO L'EUROPA ODIO L'UE",0,it
it_765,"Appena ritrovata questa foto e:
1) quanto sono froci4?
2) mi mancano i miei amici
3) mi mancano i pride
4) quanto ero felice?🥺
5) send gattini che mi è presa la nostalgia URL","Somewhere in the end we're all insane                      
|Dal 26.08.2020 guido il carro di Lynn Gunn solista| CVLT - 🔴⚫ - 🏳️‍🌈 | she/her | @USER |",1,it
it_581,Ah ma quindi credi che gli uomini trans e gli uomini gay non siano uomini? Omofobia e transfobia in una sola frase tesoro.,"Attualmente alla ricerca di persone con senso di umanità.
Rispetto il pensiero di chiunque finché questo arriva a non rispettare l'altr* come essere umano.",0,it
it_1620,"svolgendo al meglio il suo lavoro

6. l'omofobia non è un insulto, fr***o, ric*****e, les***a, trans di m***a, questi sono insulti che hanno portato persone come me, persone come lei, semplici esseri viventi al sui****o e a tante altre forme di autolesionismo-",𝒉𝒆/𝒉𝒊𝒎 | 15 𝒚/𝒐 | 𝒍(𝒈)𝒃𝒕🏳️‍🌈 | 𝒆𝒏𝒇𝒋 | 𝑴𝑨𝑹𝑽𝑬𝑳 | ❤🧡💚 𝑾𝒂𝒏𝒅𝒂: 𝒃𝒖𝒕 𝒊 𝒅𝒐𝒏'𝒕 𝒏𝒆𝒆𝒅 𝒚𝒐𝒖 𝒕𝒐 𝒕𝒆𝒍𝒍 𝒎𝒆 𝒘𝒉𝒐 𝒊 𝒂𝒎,0,it
it_368,"Anche perché i froci le lesbiche i trans  i lgbt 🏳️‍🌈 e stranieri sono aumentati, e con la sx non si sa mai cosa possono omettere nelle votazioni !!! Meglio agire nel parlamento quando avremo la maggioranza assoluta Teo famo così !!! Riprendiamoci la nostra amata Italia 🇮🇹",No sx . no 👎 soros e simili . prima gli italiani . forza MATTEO E GIORGIA ! si emigrati che investono in 🇮🇹 no parassiti 🦠!! impr Edile,0,it
it_1343,"@USER Ssssttt!!! Non si può più dire. 
(e magari era un trans Female to Male, nello slang LGBTP, che ha conservato l'utero e ha dato vita e allatta un figlio, ma siccome si sente uomo è uomo e il bambino è nato da un uomo)
((cosi dicono))",Non indottrinabile al pensiero unico dominante,0,it
it_1702,Esistono davvero small business/brand che fanno in contemporanea merch sul trans pride!!!! inclusività!!!! e merch che strizza un occhio alle t3rf……. e qui finisce il mio parlare e inizia il mio zittire URL,🏳️‍🌈she/her | mixed gitana sin caravana🇲🇪 | Мое эго больше чем Лев Толстой | bi chaos | mentalmente podgoriča,0,it
it_725,"Megan Rohrer primo vescovo trans della Chiesa luterana/ Pronome neutro e diritti Lgbt: Megan Rohrer, chi è la prima vescovo trans della Chiesa luterana Usa: usa il pronome neutro per riferirsi, paladina dei diritti Lgbt, sposata e ... URL",Français — Italiano | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative,0,it
it_800,"comunque adesso ho cambiato opinione completamente: non chiamatemi più lella perfavore perché non mi piace come mi sento, usate pansessuale love u &lt;3",buio pesto perché di pomodoro mi piace solo quello di mia nonna | she/her,1,it
it_773,Appena scoperto che il fratello del fidanzato di una delle mie (2) amiche più care è forcio e pure bono oggi si vince URL,📚🧑🏻‍⚕️🦷 he/him @USER profilo backup,1,it
it_1587,immagina considerare i ragazzi trans degli uomini quando subiscono e hanno subito misoginia e magari anche lesfobia e li trattate come se fossero degli oppressori voi avete problemi e state a leccare piselli a quei bastardi col trucco che si segano nei cessi davanti alle donne,evasa dal 41 bis che ve lo dico a fare,0,it
it_1487,@USER @USER @USER @USER Smettetela di accusarci di transfobia. I trans e le trans non sono certo stati perseguitati dalle donne femministe. Smettetela con questa cavolata è puro gaslighting,"#D-la Repubblica #Jivamukti Yoga teacher Non visito spesso twitter, trovami su facebook 😂 I do not check Twitter on a regular basis. Look for me on fb",0,it
it_1463,"Era valido al mio primo pride e lo rimane tuttora 🥰🥰🥰
FROCI3 E SOCIALISTA PER SEMPRE URL",TERFS said I'm bi??? L(G)BTQ  He/them   The cryptid from the neighbourhood park,1,it
it_196,Madò oh ma non si vergognano sti froci a imbrattare il nostro decoro urbano con tutte queste panchine arcobaleno oh cioè che cazzo non sono mille volte più belle le panchine marrone merda,Una di Lesbo - presa male - ¯\_(ツ)_/¯,0,it
it_4,"@USER Le donne trans sono discriminate per la loro disforia e perché effeminate (sottotesto: essere donna è un difetto);
Gli uomini trans sono discriminati per la loro disforia e perché non sufficientemente mascolini (solo il maschile stereotipico ha dignità).",venite già mangiati e già decostruiti,0,it
it_840,le persone trans adesso non possono stare in pace neanche nei safe space lgbt? porca troia dovremmo essere una comunità UNITA contro lo schifo che ci buttano addosso ogni singolo giorno e invece facciamo queste porcate,𝒕𝒐 𝒕𝒉𝒆 𝒘𝒐𝒓𝒍𝒅 🥂 [she/her] • 🏳️‍🌈,0,it
it_394,"capisco l'andare contro la transfobia ma a me ste persone fanno paura perchè noi persone trans con cui scopano poi sembriamo degli oggettini da mettere in mostra, sembra tipo un fetish non mi fido URL","uomo cis etero, oppressore, misogino, sessista, problematico e privilegiato",0,it
it_655,“Un promemoria durante il Pride Month che il 61% delle persone trans uccise l'anno scorso erano prostitute e una parte significativa di queste persone sono donne di colore. Riposa al potere Nona ✊✊”,"""Eppure, non volevo tentar di vivere se non ciò che spontaneamente voleva erompere da me. Perché era tanto mai difficile?” 🌈🇮🇹 🇬🇷 🏳️‍🌈🇪🇺🏴‍☠️ 🌈✊🏿",0,it
it_786,"@USER Una donna trans oltre a essere discriminata in quanto donna, subisce anche la transfobia in quanto trans, rispetta le persone ed evita di svalutare gli altri creando solo divisione.
Ma d’altronde cosa mi posso mai aspettare da una terf di Twitter",,0,it
it_1731,"@USER è un ambiente troppo ostile a grey areas, dialogo, e persone trans (molte, troppe, provano orgoglio quando vengono accusate di transfobia, misgenderano volontariamente, sfottono chi si sente deriso) e chiunque mette in discussione qualcosa viene accusato di essere liberale.","rob, 21 yo & infp",0,it
it_714,#DDLZanLeggeControOmofobia e basta!!!gli uomini  e le donne sono uguali..i gay ed i trans  facciano ciò  che vogliono...ma nn rompano i coglioni!!,tifo brescia e per l' Italia intera,0,it
it_312,"@USER @USER E sugli omosessuali, i froci, lgbt o come si chiamano ora..meno male non si faccia propaganda o siano osteggiati, esistono ma non si posson vantare della loro malattia o farne un vanto come fosse la normalità... come avviene nel liberale mondo occidentale","Twitto di Tutto Un po',calcio ⚽️🎾!.#Siria#Iran#Venezuela#Brics #Resistance #Geopolitica Odio zecche e simili Informarsi e' un dovere!🇸🇾🇮🇹🇮🇷",0,it
it_1305,"In sintesi, per chi tira fuori la frasetta: “Eh ma i tuoi diritti li hai grazie ad una donna trans” parlando con le donne lesbiche: 1) non è vero 2) anche se fosse vero questo non significherebbe dover avere rapporti sessuali con donne trans come segno di gratitudine","pisello-haverz don’t interact (grazie daph) — priv: @USER ma accetto solo persone con cui ho un po’ più confidenza, scusate",0,it
it_1082,"@USER Leggevo che la comunità LGBT+ si è lamentata per i documenti, perché una persona trans dovrebbe fare coming out forzato. Deve essere per questo che stanno facendo retromarcia sui documenti 😅 non perché è un'invasione della privacy a prescindere.","""The eyes are useless when the mind is blind.""",0,it
it_88,"Tw // transfobia
Cw // transfobia 
Qualcuno mi fa capire perché lui, uomo trans che dice di essere disforico e di soffrirci, deve dire ste stronzate rischiando di scatenare disforia in donne trans? URL","I got a 90s R&B type of heart.
Italian×Unimib×intercultural communication. She/They. Transfobicx not allowed. Eterofobx, cisfobicx e razzista al contrario.",0,it
it_845,"Gli episodi di odio e violenza contro la comunità LGBTI+ sono sempre più in preoccupante crescita, le persone trans e nonbinary che rischiano di essere escluse dal ddl sono le categorie più in pericolo.
Nessunə verrà lasciato indietro! URL","L'uguaglianza come motore, la diversità come innovazione. (=)",0,it
it_600,Senza offendere:  maschi gay trans lgbtq a e i ou ypsilon trans pansessuali unisessuali bissessuali quel che vuoi sessuali .. volevo dirvi che è bastata una donna che s’è mangiata una mela.. per dannare il mondo… non ce la farete mai 👀,"credo che la strega di Hansel e Gretel sia stata calunniata, si costruisce la casa dei suoi sogni, quando arrivano quei 2 mocciosi e cominciano a divorargliela",0,it
it_476,ho appena sentito usare “frocio” a mio padre con fierezza,They She * currently thinking ab louis n niall URL,1,it
it_769,"I Maneskin usciti da un corteo arcobaleno travestiti da mign.tte:
Xfactor
Che tempo che fa
Vincono Sanremo
Vincono Eurovision
Vincono mtv music awards
In USA Jimmy Fallon Late Show
Gruppo spalla Rolling Stone

La lobby LGBTQ è potentissima
La sessualità fluida DEVE PREVALERE URL",primal DNA,0,it
it_1742,"Come la vedete “co tutti i problemi che c’avemo cor Covid, questi de sinistra stanno a pensa’ ai diritti dei froci”? Due possibilità tra cui scegliere: un pugno sulle gengive o un calcio nelle palle.","Lontano da me quanto basta. Scrivo favole, confino con le nuvole. Ghostwriter di Antonello Loreto. Dirigo la collana narrativa Geyser per Progetto Cultura, Roma",0,it
it_1782,"@USER Il vostro è un problema di cultura democratica. Per voi i diritti stanno solo nel campo dei froci, dei travestiti, delle persone di colore e, per ipocrisia, in quello delle donne. Non capirete mai. Vede, il servo è infido. Quindi, a mio parere, me meno parlate e più convincete.",Possa tu vivere per sempre ... Efialte,0,it
it_1185,"Le persone trans subiscono molte più discriminazioni e violenze rispetto al resto della comunità LGBTQI+: ci sono statistiche a livello 🇮🇹, 🇪🇺 e mondiale.

Una legge priva o con minori tutele per la comunità trans è una legge che nel 2021 non mi interessa. 

#DdlZan_Subito_Legge","London, Paris maybe Vomero 🌶 @USER 🏳️‍🌈 appassionato di migration law 🏳️‍⚧️ l'anello di congiunzione tra salsiccia e friarielli 👠 He/Him 🇪🇺",0,it
it_1719,"@USER I blm sono un gruppo terroristico travestito da movimento per i diritti civili. Hanno devastato città, statue e monumenti in tutti gli usa, se ti inginocchi rafforzi solo le loro ragioni sbagliate.",io me!,0,it
it_1132,oggi mi sono presentato agli esami con la polo di mio padre e la borsa frocia,URL,1,it
it_1456,"@USER @USER @USER Si vede che in giro non ci sono i trans pride!
🏳️‍🌈🏳️‍🌈🏳️‍🌈

I deviati repressi sono tutti qui a sfogarsi con le donne! 🤡💩",Art. 52 della Costituzione: “La difesa della Patria è sacro dovere del cittadino.” 🇮🇹,0,it
it_722,"Anche lei è come loro? 
Addolorato?
No gay.
No, io sono frocio.
E cosa cambia?
Nulla sono all’antica.

#Saturnocontro #LGBTQ #facciamorete",📍Sicily 🧔🏻✊🏻♈️🗺🏳️‍🌈🐟 Sostenitore di @USER @USER ANTIFASCISTA #nonunadimeno 👠 #SiIusSoli #facciamorete #FreePatrick #iovotono,1,it
it_1269,"@USER @USER @USER @USER No sul serio, per lei i problemi della comunità trans si riducono alle differenze nelle prestazioni sportive? Non sono indignato, direi stupito, questa è una bolla talmente specifica che non so spiegamela.","Culattona non binaria, scribacchino epilettico, gamer, pet aggressor, Mother of the House of La Peija.",0,it
it_1722,"Ma se ci vuole una legge contro la
#omotransfobia vorrebbe dire che ora come ora se uno uccide esempio un trans ha delle attenuanti rispetto a qualcuno che non è trans cioè adesso sarebbe così ?
No perché se fosse davvero così vabbè allora che salti tutto per aria!",Ho visto un buco profondo nell'uomo come una fame che non verrà mai saziata. Apocalypto,0,it
it_1536,"@USER Vedo più arcobaleno a due la verità. 
Delle lesbiche che stanno con dei trans e diventano uomini... Ribadisco, se stanno con dei ragazzi trans, non sono lesbiche. Magari bi/pansex.
Ma poi cosa vuol dire che stanno con dei trans e diventano uomini anche loro?",22 • Italian • Student of foreign languages 🇬🇧🇫🇷🇪🇸 • Catholic • bisexual • 🐴🎬🎶🍕lover • #WynonnaEarp #Marvel #AgentsOfSHIELD #LegendsOfTomorrow & more,0,it
it_1538,"vabbè non ci credo mio padre ha messo like nonostante parlo di omobitransfobia e di come anche dire ""frocio"" sia discriminatorio mi fai schifo davvero tu sei il primo a dire froxio finocchio e ste cose qua a persone a caso ma quanto sei incoerente",23↑ ¦ @USER's spam acc,0,it
it_1681,"IO SONO NATA FROCIA, E NE SONO ORGOGLIOSA.
SUCCHIAMELA FINO ALLA FRUTTA CARA.
FROCI SI NASCE NON SI DIVENTA, TRANS SI NASCE NON SI DIVENTA #FACCIAMORETE
#FASCISTIAPPESIAPIAZZALELORETO","24,Love Cons,Lez🏳️‍🌈🇮🇹🇦🇹.Peseta aposentada. Albalia fue real.7/11SUPREMACY. (She/Her) #SaveMotherlandFortSalem. CHONI ENDGAME. Witch Cheryl Era.",1,it
it_1029,"Su Tinder mi è arrivato un match, tutto orgoglioso vado a controllare, è un travestito!! 

Mantnitm' ca scass tutt cos!!! URL","Sono un misto di contraddizioni, perversioni e inibizioni. Mi piace godermi la vita, nei limiti del possibile e nel rispetto altrui.",0,it
it_96,(non faceva a mettere l'asterisco perché cambia la parola) trans o comunque a favore dei loro diritti in modo da aiutarl* e sostenerl*. Mi sembra un buon compromesso. Anche perché le edizioni di harry potter che devo comprare nel corso della mia vita sono ancora moltissime,"~Sono le scelte che facciamo, Harry, che dimostrano quel che siamo veramente, molto più delle nostre capacità.~ 💙 (she/her) ~Fan Account~",0,it
it_103,"Hanno picchiato un ragazzo di 12 anni urlandogli frocio a pochi passi dal Pride.

Il primo prete o leccapiedi dei preti che dice che non esiste l'omofobia in Italia lo prendo a calci in culo. URL",All my life I wanted to look like Elizabeth Taylor. Now Elizabeth Taylor looks like me,0,it
it_39,"non voler stare con una persona bi o trans non è una preferenza, è bitransfobia; se vi interessa una persona finché non vi dice di essere bi o trans, non c'è altro motivo oltre a questo","she/her















































































































🍿🧃",0,it
it_1720,"@USER però anche i froci del gay pride che sfilano in centro credendo che nelle loro manifestazioni il covid non ci sis, sono divertenti, modo loro!",,0,it
it_730,"Se in Tv dici ""frocio"" va bene.
Se il giorno dopo uno va in TV per difendere i i diritti del ""frocio"" non va bene, bisogna censurare.

Strana sta TV. 

#Fedez","1998, a Benevento. Vivo a Roma dopo Romagna ed Irpinia.
Membro Segreteria PD Roma XII e Direzione GD Roma. Studente Scienze Politiche. Bi. #ForzaNapoliSempre",0,it
it_785,"le persone trans dicono che non è il genere a creare la disforia quindi i nb che lottano col genere c'entrano poco con loro? 

si ci sono persone gnc ma sono relativamente poche rispetto a quelle che non si ritrovano nel binarismo e lottano contro il genere",puella magi madoka magica,0,it
it_178,"Questi vedono una persona trans o comunque appartenente alla comunità lgbtq+ avere un po' di seguito sui social ed essere difes* e dicono che siamo privilegiati e protetti, però poi siamo noi quelli che devono vivere nel mondo reale certo raga come no",da piccola sono caduta dal finestrino di una roulotte / la mia migliore amica è un medico,0,it
it_1134,@USER E vedi che non vuoi capire che tu e le trans avete bisogno degli stessi diritti e tutele e reciproco supporto? Cito il lancet ora: URL,"Quattro citazioni a caso, come se avessi detto qualcosa di intelligente.",0,it
it_1052,"ma poi ""l'idea dei pronomi"" come se i diritti delle persone trans fossero un punto di vista o un pensiero geniale che ti attraversa la mente e allora dici oh eureka mettiamo i pronomi in bio no non siete archimede e non avete scoperto il principio che regola la spinta idrostatica","«a ricordare il male che ho provato, a confessare quello che sognavo.»                                                        🌻 {all pronouns} 🌻",0,it
it_483,@USER I froci meritano i diritti come tutti non meritano di essere picchiati per la loro sessualità la destra ha vinto la battaglia ma.....non hanno vinto la guerra ci rifaremo più forti che mai!,,1,it
it_580,"@USER Certo che i trans devono avere il uguali diritti nel mondo del lavoro, ma la meritocrazia per le donne non esiste. Il rapporto è 10 a 1 in ogni azienda a favore degli uomini; ai vertici è 50 a 1. Ben venga la paraculata.","Few me. Deep, a role. Inizio dalla fine del tunnEl...   URL",0,it
it_1282,"@USER Alcune femministe vogliono negare diritti e riconoscenza alle persone trans e NB, sì Carlo, è questa la situazione - assai delicata - che insistete ad ignorare per sparare banalissime proclamazioni di ""siam tutti liberi d'esprimerci!""",Me irl,0,it
it_1002,"#TheProm
Sarebbe ora che #Netflix cambiasse nome in NetLGBTFlix.
Sempre e sono film con lesbiche, gay, Trans e chi ne ha più ne metta.

Davvero ridicoli.",,0,it
it_75,"In breve: ""sono preoccupata degli effetti che il movimento sui diritti trans sta avendo su ..(bambini e donne)"" è praticamente la preoccupazione per la teoria gender insegnata nelle scuole ai bimbi, che vengono converiti all'omosessualità o, secondo la Rowling, all transessualità",,0,it
it_1696,e quindi anche oggi il forcio palestrato di turno ci ha ricordato di quanto sia difficile vivere con 12 fasce di addominali e di quanto la società effettivamente opprima i bicipiti e i pettorali scolpiti URL,passivo - aggressivo SOCIAL he/him URL,1,it
it_1276,"@USER tw // transfobia

tu hai detto “le donne trans pre transizione e pre terapia passano ancora per uomini” quindi non capisco, solo l’avere una vagina ed essere accettata dalla società seguendo le norme ti rende automaticamente donna?","#1 yamaguchi, akaashi and tendou lover (they/them)",0,it
it_53,"Ci hanno frantumato i cogl.... questi Clandestini, Non Bianchi, Islamici, LGBTI, BLM, Trans e compagnia !! 
FUORI DALL'ITALIA  !! 
😡🤢🤮🇮🇹",Story,0,it
it_842,"se siete transfobici e non considerate le donne trans come parte attiva della lotta femminista potete tranquillamente unfollowarmi. anzi, prima ditemi che mi unfollowate almeno posso ricambiare. le donne trans SONO donne così come gli uomini trans SONO uomini",call me spineless but at least i’ve got a heart between my lungs,0,it
it_868,"@USER Come al solito i trans buttano in ballo gli omosessuali con la scusa del termine omotransfobia per dire ""se siete avversi a noi siete avversi a loro"" ma ovviamente esclude tutte quelle altre categorie come i bisessuali, gli intersex, i queer etc, opportunismo portami via proprio.","Marzialista, politicamente più conservatore, ideologicamente discordante dai Dem, progressisti, mondialisti e radical chic. 

❤ = 👍🏻 (anche parziale) or memo",0,it
it_495,"La verità è che di omosex lsb trans queer non ce ne può fregare di meno. Nel senso che proprio non li consideriamo, sia nel bene che nel male. Prendiamo atto che esistono. Stop.Per me è così 🙄","Sono made in Italy con manuale di istruzioni scritto in aramaico.
P.s. Se vi blocco ho le mie ragioni. Non vi devo alcuna spiegazione.",0,it
it_1227,"@USER Certe cerimonie escludono le coppie lgbt, le persone trans dalla vita religiosa così come dai ruoli religiosi e questo è un fatto che avviene in tutte le principali religioni. Ci sono controversie sulle Imam donne così come le suore relegate a ruoli umili ecc","Non recensisco film, faccio loro l’autopsia. 
I eat boys up, breakfast and lunch
Then when I'm thirsty, I drink their blood
𖤐 IG : BarbieXanax",0,it
it_1768,Cmq il mattoncino insieme a bandiera pride e quella trans già non si può vedere e ha poco senso se nel tweet si perculano le battaglie #lgbtq 🙄,Sono la dimostrazione concreta che non capire mai una minchia si possa. 🏳️‍🌈Cis/Pansessuale/Poliamoroso/Liberal il 20/11 Unione civile con ragazzo libanese 💍,0,it
it_1486,Adoro i frociui in tendenza ✨ #LGBTQuarantine,19 🌈,1,it
it_255,e anche la terza dose è andata ho finalmente il 5g e sono ancora + forcio di prima we have to stan URL,« 𝒇𝒓𝒆𝒆𝒅𝒐𝒎 𝒐𝒇 𝒔𝒑𝒆𝒆𝒄𝒉 𝒊𝒔 𝒂 𝒉𝒖𝒎𝒂𝒏 𝒓𝒊𝒈𝒉𝒕 » || oliver queen stan first human second || he/him,1,it
it_1000,pronto a combattere l'omofobia con l'auto ironia... voi mi chiamerete anche frocio e non avrò una legge che mi protegge ma almeno mi rimane il sorriso :) perché quando mi date del ricchione poi me lo dico da solo e RIDO ! URL,he/him,1,it
it_1683,"@USER Lo decideremo noi chi vogliamo a governarci , tu pensi solo ai gay lgbt trans ed affini , profughi e clande , ai tuoi amici dei poteri forti e stop . ciao .",classe 1962-cremonese di nascita - network engineer📡- 🇮🇹di nascita - 🇷🇺d’adozione - vaccinato #NOGP,0,it
it_1676,"- Non c’è bisogno di essere omosessuali, trans o altro per capire che tutti dobbiamo avere gli stessi diritti perché siamo tutti uguali, questo vale anche per il femminismo e tutti gli altri diritti esistenti, dire che un uomo non può sostenere il femminismo perché non-",22 anni di disagi e imprecazioni,0,it
it_148,"@USER Hanno fretta di farci impiccare per omofobia. Trans ammessi a gareggiare con le donne biologiche. Per i trans, diritto. Per le donne, storto. In USA.","Se nulla sai, quando saprai, altro non saprai 🦋",0,it
it_8,"chi è stato il forcio vrenzolo che nella strada a sparato a tutto volume Chicken Teriyaki? 
IO TI TROVERÒ E TI SUCCHIERÒ","19 | he/she/they | “go fuck your prototype, i'm an upgrade of your stereotype“",1,it
it_1362,"il sessismo sì, la transfobia no

con il nostro metodo si risolve tutto però no perché lo fanno i TrAnS KaTTiVi MiSoGiNi",he\they · isfp · nd · bi × ceo of trans keith × constantly bored,0,it
it_993,a volte esagerate con l'osannare achille lauro ma il limone sul palco di sanremo mi ha reso un frocio orgoglioso,he/they. 23. true trans soul rebel,1,it
it_575,"@USER @USER @USER @USER quale altro problema c'è? Conosco trans pieni di amici, che hanno il fidanzato e lavorano tranquillamente. A parte gli idioti che odiano qualsiasi persona che non assomigli a loro, ma è un problema che accomuna gay, ebrei, neri ecc...il non essere accettato è un problema comune.","Front-End Developer, Appassionato di Videogames e dello Sport, fan dei Queen. Faccio streaming su Twitch dei gameplay di videogiochi e li riporto su Youtube.",0,it
it_974,"Sinceramente non mi metterei con un uomo trans e non per transfobia, ma perché c’è un discorso dietro complesso che riguarda la sfera sessuale e i genitali. Inoltre se venissi a scoprire dopo che è trans mi arrabbierei perché mi ha mentito","Amo la geografia, i gatti, studio scienze politiche e sono una #chilhavister. ☼ pisces ☾ sagittarius ↑ libra. ENFP-T, she/her.",0,it
it_948,"@USER Col pdl #Zan rischio la galera per #omofobia se dico che questa dei trans che si mettono ad allattare è una schifezza!
Non importa, continuerò a dirlo
Gli adulti facciano come vogliono, ma i bambino devono avere mamma e papà.
No al pdl zanscalfarottoboldrini
#",#IoStoConSalvini,0,it
it_1171,"Oggi è la Giornata mondiale contro l’omo-lesbo-bi-trans fobia.

Milioni di persone vengono aggredite, discriminate, bullizzate. Perché sono come sono.

Eppure la domanda che bisognerebbe farsi è questa:
Se sono gay, etero, lesbica, bisex, trans A TE, COSA CAMBIA? #IDAHOT2021 URL",Orgogliosamente Gender |Radical Cheap | Vedo diritti ovunque. ho scritto un libro - Nessuna Causa è persa - in libreria o su mondadoristore,0,it
it_1103,"2 mesi fa se davi del frocio a uno la gente parlava di violazione dei diritti umani, oggi la gente deve pagare il pizzo per lavorare e i giornali stanno crocefiggendo uno per essersi fatto ingroppare da un romeno.

Qui per ricordare che tutto questo viene dalle stesse persone.",il mattone non è che la continuazione della politica con altri mezzi,0,it
it_1451,"@USER @USER -""guidare"" la lotta, e ci sono problematiche che riguardano solo la donna trans e per le quali la donna trans deve guidare la lotta. È vero che ci sono tanti punti in comune ma fondamentalmente nonostante siamo tutte donne restano comunque due lotte diverse nella pratica. +","a colazione mangio rimorsi e frutta di stagione, e di stagione in stagione mangio rimorsi a colazione",0,it
it_113,comunque sono overwhelmed dalla quantità di bandiere trans pride e lgbt pride che sventolano dai balconi in tutti i quartieri che ho visitato fino ad ora 🥺,#PRONGS: I’M A DEER @USER • 27 she/her • stop gendering genitals • intersectional feminist • read carrd byf • signora disdegno @USER,0,it
it_1496,"@USER Non faccio parte della lgbtq+ però presumo che sia perché comunque il ragazzo trans è definibile uomo in quanto si definisce e si “mostra” come tale, non so come spiegarlo. Magari mi sbaglio e non vorrei dire qualche cazzata ma penso sia per questo",• vergine ascendente vergine (na follia) • Hufflepuff fierissima. • voglio fare la scrittrice • she/her,0,it
it_1491,@USER Non tacciate #katiaricciarelli di omofobia solo perché ha utilizzato il termine ricchione perché è la persona che meno si avvicina all’omofobia che io conosca…credetemi!!! E ci sono centinaia di persone che possono andare in studio a testimonianza di ciò #gfvip6,Laureato in Scienze Politiche e delle Relazioni Internazionali. Appassionato di comunicazione politica. Dissidente di natura.,0,it
it_392,"@USER @USER se sei cis non puoi sicuramente riconoscere la transfobia come una persona trans perché non l’hai mai provata sulla tua pelle, e dovresti ascoltare cosa hanno da dire le persone trans",⋆.*ೃ❀ fai ; they ; bun ; sheˎˊ˗,0,it
it_295,Io vera lella che ieri ho montato una libreria e oggi o sistemato i led i camera,🌈she/they. tv series & Korean music. lots in between. NOT spoiler free,1,it
